Barkcloth,"Barkcloth or bark cloth is a versatile material that was once common in Asia, Africa, and the Pacific.  Barkcloth comes primarily from trees of the family Moraceae, including Broussonetia papyrifera, Artocarpus altilis, and Ficus natalensis.  It is made by beating sodden strips of the fibrous inner bark of these trees into sheets, which are then finished into a variety of items. Many texts that mention ""paper"" clothing are actually referring to barkcloth.
",https://en.wikipedia.org//wiki/Barkcloth
Batik,"
",https://en.wikipedia.org//wiki/Batik
Batiste,"Batiste is a fine cloth made from cotton, wool, polyester, or a blend, and the softest of the lightweight opaque fabrics.
",https://en.wikipedia.org//wiki/Batiste
Battenberg lace,"Battenberg lace is a type of tape lace. It was frequently used as an edging, and was particularly popular in the United States in the 19th century.[1] The name for this American lace was chosen in honour of a wedding of the Battenberg family, which occurred about the time a patent for making the lace was applied for in Washington, D.C. 19th-century tape laces use inexpensive machine-woven tape as the outline, and the availability of this commercial tape led to increased popularity of Battenberg lace.[2]  Originally Battenberg lace was heavier than the other machine tape laces such as Princess lace.[3] Some regard Battenberg lace as a type of Renaissance lace.[4] Others regard Renaissance Lace as a different type of tape lace.[5]
",https://en.wikipedia.org//wiki/Battenberg_lace
Bedford cord,"Bedford cord, named after the town of Bedford in England, is a durable fabric that resembles corduroy.  The weave has faint lengthwise ridges, but without the filling yarns that make the distinct wales characteristic of corduroy. It can have the appearance of narrow-width stripes with thin lines between.[1]
",https://en.wikipedia.org//wiki/Bedford_cord
Bengaline silk,"Bengaline is a woven silk-and-cotton material which became fashionable for women and children to wear in the 1880s and 1890s. It offered the impression of genuine silk but was made with lesser amounts of silk than cotton. Lizzie Borden stated at her December 1892 inquest that she was wearing a dress made of bengaline silk on the morning she was accused of murdering her father and stepmother.
",https://en.wikipedia.org//wiki/Bengaline_silk
Beta cloth,"Beta cloth is a type of fireproof silica fiber cloth used in the manufacture of Apollo/Skylab A7L space suits, the Apollo Thermal Micrometeoroid Garment, the McDivitt Purse,[1] and in other specialized applications.
",https://en.wikipedia.org//wiki/Beta_cloth
Bobbinet,"The Bobbinet machine is a plain-net lacemaking machine invented and patented by John Heathcoat in 1808 (patent no. 3151), and with a slight modification it was patented again in 1809 (patent no. 3216). This machine was known as the Old Loughborough. Heathcoat continued to improve his machine. There were many breaches of his patent. The 'Circular' was an improvement, designed in 1824, by William Morley (patent no.4921). As it gained ascendency, its distinctive name was dropped; it became the bobbinet and Heathcoats machíne the Old Loughborough.
",https://en.wikipedia.org//wiki/Bobbinet
Boiled wool,"Boiled wool is a type of fabric primarily used in creating berets, scarves, vests, cardigans, coats, and jackets. To create this fabric, knit wool or wool-blend fabrics are agitated with hot water in a process called fulling. This process shrinks the fabric and results in a dense felted fabric that resists fraying and further shrinkage.[1]
",https://en.wikipedia.org//wiki/Boiled_wool
Bombazine,"Bombazine, or bombasine, is a fabric originally made of silk or silk and wool, and now also made of cotton and wool or of wool alone. Quality bombazine is made with a silk warp and a worsted weft. It is twilled or corded and used for dress-material. Black bombazine was once used largely for mourning wear, but the material had gone out of fashion by the beginning of the 20th century.[1]
",https://en.wikipedia.org//wiki/Bombazine
Bouclé,"Bouclé is both a yarn and a fabric made from it.
",https://en.wikipedia.org//wiki/Boucl%C3%A9
Braid,"A braid (also referred to as a plait) is a complex structure or pattern formed by interlacing three or more strands of flexible material such as textile yarns, wire, or hair.[1]  The materials used have depended on the indigenous plants and animals available in the local area. Braids have been made for thousands of years,[2] in many different cultures around the world, for a variety of uses. 
",https://en.wikipedia.org//wiki/Braid
Brilliantine (fabric),"Brilliantine is a lightweight, mixed-fibre fabric popular from the mid-19th century into the early 20th century.  Brilliantine can be plain or twill woven with a wool or mohair weft on a silk or cotton warp.[1]
",https://en.wikipedia.org//wiki/Brilliantine_(fabric)
Broadcloth,"Broadcloth is a dense, plain woven cloth, historically made of wool. The defining characteristic of Broadcloth is not its finished width, but the fact that it was woven much wider (typically 50 - 75% wider than its finished width) and then heavily milled (traditionally the cloth was worked by heavy wooden trip hammers in hot soapy water) in order to shrink it to the required width. The effect of the milling process is to draw the yarns much closer together than could be achieved in the loom and allow the individual fibres of the wool to bind together in a felting process. This results in a dense, blind face[i] cloth with a stiff drape which is highly weather-resistant, hard wearing and capable of taking a cut edge without the need for being hemmed. 
",https://en.wikipedia.org//wiki/Broadcloth
Brocade,"Brocade is a class of richly decorative shuttle-woven fabrics, often made in colored silks and with or without gold and silver threads.[1] The name, related to the same root as the word ""broccoli"", comes from Italian broccato meaning ""embossed cloth"", originally past participle of the verb broccare ""to stud, set with nails"", from brocco, ""small nail"", from Latin broccus, ""projecting, pointed"".[2]
",https://en.wikipedia.org//wiki/Brocade
Broderie Anglaise,"Broderie anglaise (French, ""English embroidery"") is a whitework needlework technique incorporating features of embroidery, cutwork and needle lace that became associated with England, due to its popularity there in the 19th century.
",https://en.wikipedia.org//wiki/Broderie_Anglaise
Buckram,"Buckram is a stiff cotton (occasionally  linen or horse hair) cloth with a loose weave, often muslin.  The fabric is soaked in a sizing agent such as wheat starch paste, glue (such as PVA glue), or  pyroxylin (gelatinized nitrocellulose, developed around 1910), then dried.  When rewetted or warmed, it can be shaped to create durable firm fabric for book covers, hats, and elements of clothing.
",https://en.wikipedia.org//wiki/Buckram
Bunting (textile),"Bunting (or bunt) is any festive decorations made of fabric, or of plastic, paper or even cardboard in imitation of fabric.  Typical forms of bunting are strings of colorful triangular flags and lengths of fabric in the colors of national flags gathered and draped into swags or pleated into fan shapes.
",https://en.wikipedia.org//wiki/Bunting_(textile)
Burano lace,"Argentella is a type of needle lace derived from Argentan lace,[1] with a Rosacé ground, a ""striking ground of tiny webs.""[1]
",https://en.wikipedia.org//wiki/Burano_lace
Buratto,"Buratto is an Italian needle lace made by darning on a net.  It is quite similar in appearance to filet lace but with one important distinction—it is darned onto a woven net, rather than the knotted net used for filet.  Buratto tends to also be heavier in appearance due to the woven nature of the netting used[1]
",https://en.wikipedia.org//wiki/Buratto
Burlap,"Hessian (pronounced /ˈhɛsiən/), burlap in the US and Canada,[1] or crocus in Jamaica[2] is a woven fabric usually made from skin of the jute plant[3][4][5] or sisal fibres,[6] which may be combined with other vegetable fibres to make rope, nets, and similar products. Gunny is similar in texture and construction.
",https://en.wikipedia.org//wiki/Burlap
C change,"C change is a waterproof and windproof temperature adaptive material developed and produced by Schoeller Textiles.
",https://en.wikipedia.org//wiki/C_change
Calico (textile),"
",https://en.wikipedia.org//wiki/Calico_(textile)
Cambric,"
",https://en.wikipedia.org//wiki/Cambric
Camel's hair,"Camel hair specifically refers to the fur from the body of a camel, but more generally refers to the fibre (and cloth) that may be made from either pure camel hair or a blend of camel hair and another fibre.
",https://en.wikipedia.org//wiki/Camel%27s_hair
Camlet,"Camlet, also commonly known as camelot or camblet, is a woven fabric that might have originally been made of camel or goat's hair, later chiefly of goat's hair and silk, or of wool and cotton.[1] The original form of this cloth was very valuable; the term later came to be applied to imitations of the original eastern fabric.[2]
",https://en.wikipedia.org//wiki/Camlet
Canvas,"Canvas is an extremely durable plain-woven fabric used for making sails, tents, marquees, backpacks, and other items for which sturdiness is required, as well as in such fashion objects as handbags, electronic device cases, and shoes. It is also popularly used by artists as a painting surface, typically stretched across a wooden frame. 
",https://en.wikipedia.org//wiki/Canvas
Capilene,"Patagonia, Inc. is an American clothing company that markets and sells outdoor clothing.  The company was founded by Yvon Chouinard in 1973 and is based in Ventura, California.[1] Its logo is the outline of Mount Fitz Roy, the border between Chile and Argentina, in the region of Patagonia.
",https://en.wikipedia.org//wiki/Capilene
Carrickmacross lace,"
",https://en.wikipedia.org//wiki/Carrickmacross_lace
Challis (fabric),"Challis, sometimes referred to as challie[1]  or chally,[2] is a lightweight woven fabric, originally a silk-and-wool blend, which can also be made from a single fibre, such as cotton, silk or wool,[3] or from man-made fabrics such as rayon.[4] It was first manufactured in Norwich, England, in about 1832, when it was designed as a thin, soft material similar to Norwich crepe, but matte-textured rather than glossy, and more pliable.[3][5]
It was being exported to Australia in 1833. [6] Challis could be made with woven designs, or printed.[5] 'French challis' has a glossy finish.[3] The designs were often floral, paisley, or geometric,[7] and based on French silk patterns.[3]
",https://en.wikipedia.org//wiki/Challis_(fabric)
Chantilly lace,"Chantilly lace is a handmade bobbin lace named after the city of Chantilly,[1] France, in a tradition dating from the 17th century.[2][3] The famous silk laces were introduced in the 18th century. Chantilly lace, was also produced in the 19th century but this one was actually made not in Chantilly area but in the French Norman town Bayeux and in Geraardsbergen, now in Belgium.[4][5][6]
",https://en.wikipedia.org//wiki/Chantilly_lace
Char cloth,"Char cloth (or charcloth) – also called charpaper – is a material that is used in fire making. It is a swatch of fabric made from vegetable fiber (such as linen, cotton or jute) that has been converted via pyrolysis into a slow-burning fuel of very low ignition temperature. 
",https://en.wikipedia.org//wiki/Char_cloth
Charmeuse,"Charmeuse (French: [ʃaʁmøːz]) is a lightweight fabric woven with a satin weave, in which the warp threads cross over four or more of the backing (weft) threads. These float threads give the front of the fabric a smooth, reflective finish, whereas the back has a dull finish. It can be made of silk or a synthetic lookalike such as polyester. Silk charmeuse is more expensive and delicate but is softer and a better insulator.[1] Polyester charmeuse is cheaper and can often withstand machine washing, but it does not breathe as well as silk.  Charmeuse differs from plain satin in that charmeuse has a different ratio of float (face) threads. 
",https://en.wikipedia.org//wiki/Charmeuse
Charvet (fabric)," A charvet fabric is woven of silk or acetate in warp-faced rib weave, of a reversed reps type[1] with a double ridge effect.[2] The fabric's name derives from its frequent[3] and ""clever""[4] use in the 19th century by the Parisian shirtmaker Charvet. It is characterized by a soft handle[5] and shiny appearance.[6] It also drapes well.[7] The bindings create a herringbone effect parallel to the warp, which make this weave suitable for creating faint diagonal stripe effects for ties, for which the fabric is cut on the bias. Patterns on this base are often made with supplementary weft. The fabric has also been used for mufflers,[1] scarves[8] and robes.[9]
",https://en.wikipedia.org//wiki/Charvet_(fabric)
Cheesecloth,"Cheesecloth is a loose-woven gauze-like carded cotton cloth used primarily in cheese making and cooking.[1]
",https://en.wikipedia.org//wiki/Cheesecloth
Chenille fabric,"Chenille may refer to either a type of yarn or fabric made from it.  Chenille is the French word for caterpillar whose fur the yarn is supposed to resemble.
",https://en.wikipedia.org//wiki/Chenille_fabric
Chiengora,"Chiengora is a yarn or wool spun from dog hair. The word is a portmanteau of chien (the French word for dog) and angora. It is up to 80% warmer than wool[1] and is not elastic.
",https://en.wikipedia.org//wiki/Chiengora
Chiffon (fabric),"Chiffon (French: [ʃi.fɔ̃]; English: /ʃɪˈfɒn/, shif-ON (French chiffe cloth, or rag; Arabic شف šīff transparent, diaphanous, translucent fabric, or gauze; (عن 'an s.th.) to shimmer through, reveal)[1] is a lightweight, balanced plain-woven sheer fabric, or gauze, like gossamer, woven of alternate S- and Z-twist crepe (high-twist) yarns.[2]  The twist in the crepe yarns puckers the fabric slightly in both directions after weaving, giving it some stretch and a slightly rough feel.
",https://en.wikipedia.org//wiki/Chiffon_(fabric)
Chino cloth,"Chino cloth (/ˈtʃiːnoʊ/ CHEE-noh) is a twill fabric, originally made of 100% cotton. The most common items made from it, trousers, are widely called chinos (or khakis if they're khaki-colored).[1] Today it is also found in cotton-synthetic blends.
",https://en.wikipedia.org//wiki/Chino_cloth
Chintz,"Chintz originally referred to glazed calico textiles, specifically those imported from India, printed with designs featuring flowers and other patterns in different colours, typically on a light plain background. (The name is derived from the Hindi chīnt, meaning ""spotted” or “variegated"").[1] Since the 19th century the term has also been used for the style of floral decoration developed in those calico textiles, but then used more widely, for example on chintzware pottery and wallpaper. Chintz designs are mostly European patterns loosely derived from the style of Indian designs themselves reflecting Mughal art. white base with floral and animal prints are its basic characteristics.
",https://en.wikipedia.org//wiki/Chintz
Cloqué,"A Cloque or cloqué (French for ""blister"" or ""blistered""), occasionally abbreviated clox, is a cloth with a raised woven pattern and a puckered or quilted look.[1] The surface is made up of small irregularly raised figures formed by the woven structure.  The Americanized spelling is ""cloky"".
",https://en.wikipedia.org//wiki/Cloqu%C3%A9
Cloth of gold,"Cloth of gold or gold cloth is a fabric woven with a gold-wrapped or spun weft—referred to as ""a spirally spun gold strip"".  In most cases, the core yarn is silk wrapped (filé) with a band or strip of high content gold.  In rarer instances, fine linen and wool have been used as the core.
",https://en.wikipedia.org//wiki/Cloth_of_gold
Coolmax,"Coolmax is the brand name for a series of polyester fabrics developed and marketed by Invista (formerly Dupont Textiles and Interiors). 
",https://en.wikipedia.org//wiki/Coolmax
Cordura,"Cordura[1] is a collection of fabric technologies used in a wide array of products including luggage, backpacks, trousers, military wear and performance apparel. Cordura fabrics are durable and resistant to abrasions, tears and scuffs.
",https://en.wikipedia.org//wiki/Cordura
Corduroy,"Corduroy is a textile with a distinct pattern, a ""cord"" or wale.  Modern corduroy is most commonly composed of tufted cords, sometimes exhibiting a channel (bare to the base fabric) between the tufts. Both velvet and corduroy derive from fustian fabric.[1]
The fabric looks as if it is made from multiple cords laid parallel to each other and then stitched together. The word corduroy is from cord and duroy, a coarse woollen cloth made in England in the 18th century.[2] The interpretation of the word as corde du roi (from French, the cord of the King) is a false etymology.[3][4]
",https://en.wikipedia.org//wiki/Corduroy
Cotton duck,"Cotton duck (from Dutch: doek, ""linen canvas""), also simply duck, sometimes duck cloth or duck canvas, is a heavy, plain woven cotton fabric.   Duck canvas is more tightly woven than plain canvas. There is also linen duck, which is less often used.
",https://en.wikipedia.org//wiki/Cotton_duck
Crape,"Crêpe, also spelt crepe or crape (from the Fr. crêpe[1]), is a silk, wool, or synthetic fiber fabric with a distinctively crisp, crimped appearance. The term crape typically refers to a form of the fabric associated specifically with mourning.[2] Crêpe is also historically called crespe or crisp.[3]
",https://en.wikipedia.org//wiki/Crape
Crêpe de Chine,"Crêpe, also spelt crepe or crape (from the Fr. crêpe[1]), is a silk, wool, or synthetic fiber fabric with a distinctively crisp, crimped appearance. The term crape typically refers to a form of the fabric associated specifically with mourning.[2] Crêpe is also historically called crespe or crisp.[3]
",https://en.wikipedia.org//wiki/Cr%C3%AApe_de_Chine
Cretonne,"Cretonne was originally a strong, white fabric with a hempen warp and linen weft.
",https://en.wikipedia.org//wiki/Cretonne
Crochet,"Crochet (English:  /kroʊˈʃeɪ/;[1] French: [kʁɔʃɛ][2]) is a process of creating textiles by using a crochet hook to interlock loops of yarn, thread, or strands of other materials.[3] The name is derived from the French term crochet, meaning 'small hook'. Hooks can be made from a variety of materials, such as metal, wood, bamboo, or plastic. The key difference between crochet and knitting, beyond the implements used for their production, is that each stitch in crochet is completed before the next one is begun, while knitting keeps many stitches open at a time. Some variant forms of crochet, such as Tunisian crochet and broomstick lace, do keep multiple crochet stitches open at a time.
",https://en.wikipedia.org//wiki/Crochet
Damask,"Damask (/ˈdæməsk/; Arabic: دمشق‎) is a reversible figured fabric of silk, wool, linen, cotton, or synthetic fibres, with a pattern formed by weaving. Damasks are woven with one warp yarn and one weft yarn, usually with the pattern in warp-faced satin weave and the ground in weft-faced or sateen weave. Twill damasks include a twill-woven ground or pattern.[1][2]
",https://en.wikipedia.org//wiki/Damask
Darlexx,"Darlexx, a product of the Shawmut Corporation,[1] is a warp knit fabric laminated to a monolithic film. It is a sports performance fabric used in gloves, boots, wet suits, ski apparel, clean rooms, and in medical applications. It was designed to keep a person ""warm when the environment is cold and cool when the environment is hot"" and is breathable, windproof, and waterproof.[2]
",https://en.wikipedia.org//wiki/Darlexx
Dazzle (fabric),"Dazzle is a type of polyester fabric that is widely used in making clothes such as basketball uniforms, football (both gridiron and association) uniforms, rugby uniforms, and casual clothing, because it absorbs moisture quickly.  It is a lightweight fabric that allows air to circulate easily around the body.
",https://en.wikipedia.org//wiki/Dazzle_(fabric)
Denim,"
",https://en.wikipedia.org//wiki/Denim
Dimity,"Dimity is a lightweight, sheer cotton fabric, used historically, having at least two warp threads thrown into relief to form fine cords. It is a cloth commonly employed for bed upholstery and curtains, and usually white, though sometimes a pattern is printed on it in colors. It is stout in texture, and woven in raised patterns.[1] Originally dimity was made of silk or wool, but since the 18th century it has been woven almost exclusively of cotton.
",https://en.wikipedia.org//wiki/Dimity
Dobby (cloth),"Dobby is a woven fabric produced on the dobby loom, characterised by small geometric patterns and extra texture in the cloth.[1] The warp and weft threads may be the same colour or different. Satin threads are particularly effective in this kind of weave as their texture will highlight the pattern.[2]
",https://en.wikipedia.org//wiki/Dobby_(cloth)
Donegal tweed,"Donegal Tweed is a woven tweed manufactured in County Donegal, Ireland. Originally all handwoven, it is now mostly machine woven and has been since the introduction of mechanised looms in the 1950s/1960s. Donegal has for centuries been producing tweed from local materials in the making of caps, suits and vests. Towards the end of the eighteenth century, The Royal Linen Manufacturers of Ulster distributed approximately six thousand flax spinning wheels and sixty looms for weaving to various  Donegal  homesteads. These machines helped establish the homespun tweed industry in nineteenth-century Donegal.[1] Although Donegal tweed has been manufactured for centuries it took on its modern form in the 1880s, largely due to the pioneering work of English philanthropist Alice Rowland Hart.[2]
",https://en.wikipedia.org//wiki/Donegal_tweed
Dotted Swiss (Fabric),"Dotted Swiss, also known as Swiss dot, is a sheer cotton fabric that is embellished with small dots. 
",https://en.wikipedia.org//wiki/Dotted_Swiss_(Fabric)
Double cloth,"Double cloth or double weave (also doublecloth, double-cloth, doubleweave) is a kind of woven textile in which two or more sets of warps and one or more sets of weft or filling yarns are interconnected to form a two-layered cloth.[2] The movement of threads between the layers allows complex patterns and surface textures to be created.
",https://en.wikipedia.org//wiki/Double_cloth
Dowlas,"Dowlas is a plain cloth, similar to sheeting, but usually coarser.
",https://en.wikipedia.org//wiki/Dowlas
Drill (fabric),"
Drill is stout durable cotton fabric with a strong bias (diagonal) in the weave.[1] It can be used unbleached, although it is more often bleached or dyed.[1]
",https://en.wikipedia.org//wiki/Drill_(fabric)
Drugget,"Druggett or drugget is ""a coarse woollen fabric felted or woven, self-coloured or printed one side"". Jonathan Swift refers to being ""in druggets drest, of thirteen pence a yard"".[1]
",https://en.wikipedia.org//wiki/Drugget
Cotton duck,"Cotton duck (from Dutch: doek, ""linen canvas""), also simply duck, sometimes duck cloth or duck canvas, is a heavy, plain woven cotton fabric.   Duck canvas is more tightly woven than plain canvas. There is also linen duck, which is less often used.
",https://en.wikipedia.org//wiki/Cotton_duck
Dupioni,"Dupioni (also referred to as Douppioni or Dupion) is a plain weave crisp type of silk fabric, produced by using fine thread in the warp and uneven thread reeled from two or more entangled cocoons in the weft. This creates tightly-woven yardage with a highly-lustrous surface. It is similar to shantung, but slightly thicker, heavier, and with a greater slub (cross-wise irregularity) count.[1]
",https://en.wikipedia.org//wiki/Dupioni
Dungaree (fabric),"Dungaree fabric (used in English since 1605–15, from the Marathi dongrī) is a historical term for an Indian coarse thick calico[1] cloth.
",https://en.wikipedia.org//wiki/Dungaree_(fabric)
Dyneema,"Ultra-high-molecular-weight polyethylene (UHMWPE, UHMW) is a subset of the thermoplastic polyethylene. Also known as high-modulus polyethylene, (HMPE), it has extremely long chains, with a molecular mass usually between 3.5 and 7.5 million amu.[1] The longer chain serves to transfer load more effectively to the polymer backbone by strengthening intermolecular interactions. This results in a very tough material, with the highest impact strength of any thermoplastic presently made.[2]
",https://en.wikipedia.org//wiki/Dyneema
Eolienne,"Eolienne (also spelled aeolian) is a lightweight fabric with a ribbed (corded) surface.[1] Generally made by combining silk and cotton or silk and worsted warp and weft, it is similar to poplin but of an even lighter weight.[1]
",https://en.wikipedia.org//wiki/Eolienne
Faux fur,"Fake fur, also called faux fur, is known as pile fabric, which is engineered to have the appearance and warmth of animal fur.
",https://en.wikipedia.org//wiki/Faux_fur
Felt,"Felt is a textile material that is produced by matting, condensing and pressing fibers together. Felt can be made of natural fibers such as wool or animal fur, or from synthetic fibers such as petroleum-based acrylic or acrylonitrile or wood pulp-based rayon. Blended fibers are also common.[1][2][3] Felt has special properties that allow it to be used for a wide variety of purposes. ""It is fire-retardant and self-extinguishing; it dampens vibration and absorbs sound; and it can hold large amounts of fluid without feeling wet...""[4]:10
",https://en.wikipedia.org//wiki/Felt
Filet lace,"
Filet lace is the general word used for all the different techniques of Embroidery on Knotted Net (or in French Broderie sur Filet Noué).  It is a hand made needlework created by weaving or embroidery using a long blunt needle and a thread on a ground of knotted net lace or Filet Work made of square or diagonal meshes of the same sizes or of different sizes.  
Lacis uses the same technique but is made on a ground of Leno (a woven fabric) or small canvas (not a knotted lace).
",https://en.wikipedia.org//wiki/Filet_lace
Fishnet,"
",https://en.wikipedia.org//wiki/Fishnet
Flannel,"Flannel is a soft woven fabric, of various fineness. Flannel was originally made from carded wool or worsted yarn, but is now often made from either wool, cotton, or synthetic fiber.
",https://en.wikipedia.org//wiki/Flannel
Flannelette,"Flannel is a soft woven fabric, of various fineness. Flannel was originally made from carded wool or worsted yarn, but is now often made from either wool, cotton, or synthetic fiber.
",https://en.wikipedia.org//wiki/Flannelette
Foulard,"A foulard is a lightweight fabric, either twill or plain-woven, made of silk or a mix of silk and cotton.  Foulards usually have a small printed design of various colors.  Foulard can also refer by metonymy to articles of clothing, such as scarves and neckties, made from this fabric.[1] In men's ties, foulard refers to the pattern rather than the material; it is a small-scale pattern with basic block repeat, also called a set pattern or a tailored pattern.
",https://en.wikipedia.org//wiki/Foulard
Fustian,"Fustian is a variety of heavy cloth woven from cotton, chiefly prepared for menswear.  It is also used figuratively to refer to pompous, inflated or pretentious writing or speech, from at least the time of Shakespeare. This literary use is because the cloth type was often used as padding, hence, the purposeless words are fustian.
",https://en.wikipedia.org//wiki/Fustian
Gabardine,"Gabardine is a tough, tightly woven fabric used to make suits, overcoats, trousers, uniforms, windbreakers and other garments.
",https://en.wikipedia.org//wiki/Gabardine
Gannex,"Gannex is a waterproof fabric composed of an outer layer of nylon and an inner layer of wool with air between them and was invented in 1951 by Joseph Kagan, a UK industrialist and the founder of Kagan Textiles Ltd., of Elland, which made raincoats. Now defunct, the mill occupied by the company was demolished in 2010.[1] The raincoats were worn by a number of world-famous people.[2]
",https://en.wikipedia.org//wiki/Gannex
Gauze,"Gauze is a thin, translucent fabric with a loose open weave.  In technical terms ""gauze"" is a weave structure in which the weft yarns are arranged in pairs and are crossed before and after each warp yarn keeping the weft firmly in place.[1]   This weave structure is used to add stability to fabric, which is important when using fine yarns loosely spaced. However, this weave structure can be used with any weight of yarn, and can be seen in some rustic textiles made from coarse hand-spun plant fiber yarns.  Some nonwoven fabrics are used similarly.
",https://en.wikipedia.org//wiki/Gauze
Gazar,"Gazar (also gazaar) is a silk or wool plain weave fabric made with high-twist double yarns woven as one.  Gazar has a crisp hand and a smooth texture.[1]
",https://en.wikipedia.org//wiki/Gazar
Georgette (fabric),"Georgette (from crêpe Georgette) is a sheer, lightweight, dull-finished crêpe fabric named after the early 20th century French dressmaker Georgette de la Plante.[1][2]
",https://en.wikipedia.org//wiki/Georgette_(fabric)
Ghalamkar,"
",https://en.wikipedia.org//wiki/Ghalamkar
Gingham,"Gingham is a medium-weight balanced plain-woven fabric made from dyed cotton or cotton-blend yarn.[1] It is made of carded, medium or fine yarns.
",https://en.wikipedia.org//wiki/Gingham
Gore-Tex,"
",https://en.wikipedia.org//wiki/Gore-Tex
Grenadine (cloth),"Grenadine is a weave characterised by its light, open, gauze-like feel, and is produced on jacquard looms. Originally produced in Italy and worn as a black silk lace in France in the eighteenth century, it is now woven with silk for use in ties. 
",https://en.wikipedia.org//wiki/Grenadine_(cloth)
Grenfell Cloth,"Grenfell Cloth is a densely-woven cotton gabardine material used to make luxury and outdoor clothing since its creation in 1923.[1] It was named after Sir Wilfred Grenfell, a British medical missionary working extensively in Newfoundland. He required a cloth to be woven to protect himself from the snow, wind, wet and cold weather he encountered in his work.
",https://en.wikipedia.org//wiki/Grenfell_Cloth
